Prscrbr_Geo_Lvl,Prscrbr_Geo_Cd,Prscrbr_Geo_Desc,Brnd_Name,Gnrc_Name,Tot_Prscrbrs,Tot_Clms,Tot_30day_Fills,Tot_Drug_Cst,Tot_Benes,GE65_Sprsn_Flag,GE65_Tot_Clms,GE65_Tot_30day_Fills,GE65_Tot_Drug_Cst,GE65_Bene_Sprsn_Flag,GE65_Tot_Benes,LIS_Bene_Cst_Shr,NonLIS_Bene_Cst_Shr,Opioid_Drug_Flag,Opioid_LA_Drug_Flag,Antbtc_Drug_Flag,Antpsyct_Drug_Flag
State,42,Pennsylvania,Clarithromycin,Clarithromycin,4437,14385,14663.2,514855.5,11193,"",11352,11590.7,396997.59,"",8856,7954.94,206313.64,N,N,Y,N
State,42,Pennsylvania,"Clarithromycin Er",Clarithromycin,469,1621,1628,116457.1,1248,"",1303,1310,89845.87,"",1032,804.74,34289.24,N,N,Y,N
State,42,Pennsylvania,"Clemastine Fumarate","Clemastine Fumarate",36,130,184.7,7889.07,39,"",70,116.7,4849.5,"",24,40.6,1330.18,N,N,N,N
State,42,Pennsylvania,Cleocin,"Clindamycin Phosphate",38,58,58,10724.95,43,"",40,40,7664.24,"",28,103.11,2455.31,N,N,N,N
State,42,Pennsylvania,"Cleocin Hcl","Clindamycin Hcl",16,20,20,3130.23,16,"",20,20,3130.23,"",16,15,132.52,N,N,Y,N
State,42,Pennsylvania,"Cleocin Phosphate","Clindamycin Phosphate",6,11,11,841.28,"",*,"","","",*,"",0,290.1,N,N,Y,N
State,42,Pennsylvania,"Cleocin T","Clindamycin Phosphate",6,11,13,2708.72,"",*,"","","",*,"",1.2,291.07,N,N,N,N
State,42,Pennsylvania,Clickfine,"Pen Needle, Diabetic",94,230,409.5,6152.83,94,"",203,377.6,5389.76,"",77,166.28,2246.12,N,N,N,N
State,42,Pennsylvania,Climara,Estradiol,261,1121,2360.4,193586.12,277,"",963,2127.9,171912.65,"",249,659.93,45457.6,N,N,N,N
State,42,Pennsylvania,"Climara Pro",Estradiol/Levonorgestrel,68,288,408,73058.1,66,"",187,291.4,51727.27,"",45,438.2,21750.59,N,N,N,N
State,42,Pennsylvania,"Clindacin P","Clindamycin Phosphate",6,25,37.7,683.8,13,"",14,20.2,453.4,*,"",6,228.27,N,N,N,N
State,42,Pennsylvania,Clindagel,"Clindamycin Phosphate",13,19,26.8,39339.88,13,#,"","","",#,"",8.25,1148.13,N,N,N,N
State,42,Pennsylvania,"Clindamycin Hcl","Clindamycin Hcl",22899,117156,117766,1020329.63,83872,"",90139,90619.3,748131.51,"",64307,41035.92,456750.36,N,N,Y,N
State,42,Pennsylvania,"Clindamycin Palmitate Hcl","Clindamycin Palmitate Hcl",116,132,132,17812.49,115,"",93,93,12259.94,"",83,76.4,2458.04,N,N,Y,N
State,42,Pennsylvania,"Clindamycin Pediatric","Clindamycin Palmitate Hcl",204,278,280,33066.24,197,"",177,177,20939.17,"",130,84.4,3821.91,N,N,Y,N
State,42,Pennsylvania,"Clindamycin Phos-Benzoyl Perox","Clindamycin Phos/Benzoyl Perox",83,189,194.1,22453.22,96,"",87,91,11617.68,"",52,73.8,2138.63,N,N,N,N
State,42,Pennsylvania,"Clindamycin Phos-Tretinoin",Clindamycin/Tretinoin,18,24,34,11077.75,17,#,"","","",#,"",13.2,229,N,N,N,N
State,42,Pennsylvania,"Clindamycin Phosphate","Clindamycin Phosphate",3763,18263,19112.4,1440925.93,9416,"",9824,10392.8,777230.37,"",6024,12333.36,213470.34,N,N,Y,N
State,42,Pennsylvania,"Clindamycin Phosphate-D5w","Clindamycin Phosphate/D5w",27,50,50,5191.99,27,"",36,36,3819.53,#,"",13.5,359.13,N,N,Y,N
State,42,Pennsylvania,"Clindamycin-Benzoyl Peroxide","Clindamycin Phos/Benzoyl Perox",384,938,996.4,244590.18,464,"",425,468,114280.86,"",248,691.22,18490.67,N,N,N,N
State,42,Pennsylvania,Clindesse,"Clindamycin Phosphate",15,21,25,4574.34,17,#,"","","",#,"",26.1,779.78,N,N,N,N
State,42,Pennsylvania,Clinisol,"Parenteral Amino Acid 15% No.1",36,718,718,117700.27,52,"",475,475,76729.06,"",40,201.6,9711.17,N,N,N,N
State,42,Pennsylvania,"Clinpro 5000","Fluoride (Sodium)",28,64,80.7,669.06,30,"",53,67,570.25,#,"",32.55,346.16,N,N,N,N
State,42,Pennsylvania,"Clobetasol Emollient","Clobetasol Propionate/Emoll",950,2205,2336.3,305472.01,1257,"",1829,1938.7,251328.47,"",1087,1106.4,54371.18,N,N,N,N
State,42,Pennsylvania,"Clobetasol Emulsion","Clobetasol Propionate/Emoll",52,87,97.7,31759.31,54,"",53,63,19927.12,"",43,86.9,3131.25,N,N,N,N
State,42,Pennsylvania,"Clobetasol Propionate","Clobetasol Propionate",9580,76740,81178.6,11743787.46,40592,"",63167,67185.6,9235297.35,"",34995,43838.54,1777873.35,N,N,N,N
State,42,Pennsylvania,Clobex,"Clobetasol Propionate",21,76,83.9,22853.49,57,#,"","","",#,"",60.35,781.14,N,N,N,N
State,42,Pennsylvania,"Clocortolone Pivalate","Clocortolone Pivalate",70,148,159.1,50827.52,103,"",132,141.1,44352.25,#,"",252.65,4568.12,N,N,N,N
State,42,Pennsylvania,Cloderm,"Clocortolone Pivalate",12,23,29.5,10905.99,14,#,"","","",#,"",0,2039.98,N,N,N,N
State,42,Pennsylvania,"Clomipramine Hcl","Clomipramine Hcl",953,9228,10453.9,4616926.15,1129,"",2835,3602.6,1405824.07,"",373,11391.02,176870.86,N,N,N,N
State,42,Pennsylvania,Clonazepam,Clonazepam,14501,511702,578304.5,4022424.49,74439,"",259726,312307,2094225.79,"",41748,272993.33,1171413.44,N,N,N,N
State,42,Pennsylvania,Clonidine,Clonidine,3952,28370,35488.9,4120466.18,5067,"",22899,29049.9,3313502.5,"",4023,18559.53,431060.91,N,N,N,N
State,42,Pennsylvania,"Clonidine Hcl","Clonidine Hcl",12613,176735,260350.1,1394089.73,34022,"",126748,198472.3,1056138.44,"",24752,74169.87,496474.33,N,N,N,N
State,42,Pennsylvania,"Clonidine Hcl Er","Clonidine Hcl",59,182,266.5,47761.97,59,"",80,138.5,19858.86,"",34,98.2,4076.46,N,N,N,N
State,42,Pennsylvania,Clopidogrel,"Clopidogrel Bisulfate",19264,801159,1344106.4,9012577.83,152742,"",710993,1210062.4,8132251.57,"",136387,298594.77,3862428.97,N,N,N,N
State,42,Pennsylvania,"Clorazepate Dipotassium","Clorazepate Dipotassium",2371,15875,19559.1,1536414.49,2995,"",12921,16328.4,1179107.01,"",2604,9946.78,242693.36,N,N,N,N
State,42,Pennsylvania,Clotrimazole,Clotrimazole,9530,35293,36151,1086154.35,20654,"",26273,26943.1,804352.06,"",15546,17511.02,205932.25,N,N,N,N
State,42,Pennsylvania,Clotrimazole-Betamethasone,"Clotrimazole/Betamethasone Dip",10261,73769,75727.6,2323389.36,41030,"",60040,61746.4,1894319.01,"",34172,38156,747388.48,N,N,N,N
State,42,Pennsylvania,Clozapine,Clozapine,1584,75635,75756,5596285.94,3996,"",13423,13440.1,843114.8,"",704,67401.43,127043.53,N,N,N,Y
State,42,Pennsylvania,"Clozapine Odt",Clozapine,59,656,656,231710.6,55,"",72,72,23912.78,*,"",1392.47,879.04,N,N,N,Y
State,42,Pennsylvania,Clozaril,Clozapine,98,1315,1316.2,1612014.24,90,"",145,145.8,155626.1,"",11,1433.86,14729.42,N,N,N,Y
State,42,Pennsylvania,Coartem,Artemether/Lumefantrine,5,15,15,2159.27,"",*,"","","",*,"",3.09,251.42,N,N,N,N
State,42,Pennsylvania,"Codeine Sulfate","Codeine Sulfate",446,1308,1401.4,62618.34,417,"",971,1045.7,43654.69,"",320,344.27,16843.43,Y,N,N,N
State,42,Pennsylvania,Colchicine,Colchicine,8645,49208,59450.2,8756637.64,16722,"",42393,51733.6,7446609.86,"",14659,43335.02,929452.24,N,N,N,N
State,42,Pennsylvania,Colcrys,Colchicine,4937,22210,27222,5458481.41,7445,"",18797,23258.9,4555222.43,"",6363,19762.56,536378.42,N,N,N,N
State,42,Pennsylvania,Colestid,"Colestipol Hcl",22,67,90.3,25933.54,22,"",55,78.3,21214.99,#,"",42.4,3280.29,N,N,N,N
State,42,Pennsylvania,"Colestipol Hcl","Colestipol Hcl",2665,22833,32309.1,2200063.24,5637,"",18720,27256,1856006.16,"",4715,14733.87,501686.55,N,N,N,N
State,42,Pennsylvania,Colistimethate,"Colistin (Colistimethate Na)",34,199,206,167042.36,52,"",61,64,61304.01,"",19,52.35,8429.57,N,N,N,N
State,42,Pennsylvania,Colocort,Hydrocortisone,118,227,249.7,25561.18,125,"",190,210.7,22627.32,"",112,110.35,4858.99,N,N,N,N
State,42,Pennsylvania,"Coly-Mycin M Parenteral","Colistin (Colistimethate Na)",1,12,12,811.71,"","",0,0,0,#,"",0,0,N,N,N,N
State,42,Pennsylvania,"Coly-Mycin S",Neomyc/Colist/Hydrocort/Thonzn,197,244,246.1,48238.69,208,"",192,194.1,37861.84,"",167,576.75,7222.16,N,N,N,N
State,42,Pennsylvania,"Colyte With Flavor Packets","Peg3350/Sod Sulf,bicarb,cl/Kcl",15,19,24.8,845.16,17,#,"","","",#,"",11.95,336.21,N,N,N,N
State,42,Pennsylvania,Combigan,"Brimonidine Tartrate/Timolol",2904,66608,92177.1,14369304.87,14343,"",62740,87117.6,13598397.09,"",13557,86482.48,2623324.35,N,N,N,N
State,42,Pennsylvania,Combipatch,"Estradiol/Norethindrone Acet",93,370,537.6,84045.44,78,"",245,373.3,57734.81,"",54,807.93,21052.52,N,N,N,N
State,42,Pennsylvania,"Combivent Respimat","Ipratropium/Albuterol Sulfate",6635,51457,60983.1,21342152.8,12236,"",36420,43931.2,15321568.19,"",9105,142707.04,1383358.19,N,N,N,N
State,42,Pennsylvania,Combivir,Lamivudine/Zidovudine,9,54,54,44649.24,"","",21,21,15134.32,*,"",70.85,0,N,N,N,N
State,42,Pennsylvania,Cometriq,"Cabozantinib S-Malate",9,30,30.4,384046.09,"",#,"","","",*,"",0,27862.22,N,N,N,N
State,42,Pennsylvania,"Comfort Ez","Pen Needle, Diabetic",1387,5594,10321.4,581055.2,2068,"",3226,5908,311514.69,"",1198,8890.5,29258.88,N,N,N,N
State,42,Pennsylvania,"Comfort Ez","Syring-Needl,disp,insul,0.3 Ml",44,111,157.6,7210.2,44,"",93,124.3,5299.39,#,"",176.65,385.28,N,N,N,N
State,42,Pennsylvania,"Comfort Ez","Syringe And Needle,insulin,1ml",293,705,1381.3,66029.74,312,"",379,745,33622.49,"",175,1513.8,3824.51,N,N,N,N
State,42,Pennsylvania,"Comfort Ez","Syringe-Needle,insulin,0.5 Ml",164,468,818.7,33674.11,173,"",282,497.2,19455.1,"",110,1049.81,1640.86,N,N,N,N
State,42,Pennsylvania,Complera,"Emtricita/Rilpivirine/Tenof Df",197,2131,2201,5756758.9,283,"",547,569,1492082.85,"",71,5515.2,31557.57,N,N,N,N
State,42,Pennsylvania,Completenate,"Prenatal Vit 14/Iron Fum/Folic",2,12,14,180.95,"",#,"","","",*,"",37.5,0,N,N,N,N
State,42,Pennsylvania,Compro,Prochlorperazine,524,993,1001.3,111143.13,671,"",713,715.4,71261.77,"",536,789.79,8950.03,N,N,N,N
State,42,Pennsylvania,Comtan,Entacapone,12,42,62,42265.77,"","",28,48,27405.5,*,"",29.04,2073.11,N,N,N,N
State,42,Pennsylvania,Concerta,"Methylphenidate Hcl",150,520,582.9,214211.32,119,"",132,161.6,56106.14,"",43,719.51,9606.43,N,N,N,N
State,42,Pennsylvania,Condylox,Podofilox,45,68,68,37546.75,48,"",26,26,14276.22,"",19,188.15,1457.04,N,N,N,N
State,42,Pennsylvania,Constulose,Lactulose,2276,7247,7900.3,133252.14,2977,"",4856,5284.5,83757.93,"",2066,3907.45,35288.12,N,N,N,N
State,42,Pennsylvania,Conzip,"Tramadol Hcl",7,11,15,5874.27,"",*,"","","",*,"",16.5,353.5,Y,Y,N,N
State,42,Pennsylvania,Copaxone,"Glatiramer Acetate",596,18315,19431.1,117358043.96,2061,"",7442,8111.5,49161142.97,"",818,135073.78,4619803.68,N,N,N,N
State,42,Pennsylvania,Cordran,Flurandrenolide,99,197,214.3,147899.36,113,"",130,147.3,96973.69,"",90,203.15,8286.33,N,N,N,N
State,42,Pennsylvania,Coreg,Carvedilol,123,578,957.1,256926.44,105,"",496,845.1,226900.07,"",92,745.41,35303.79,N,N,N,N
State,42,Pennsylvania,"Coreg Cr","Carvedilol Phosphate",1334,7285,13147,3534710.07,1498,"",6599,12055.5,3233536.43,"",1360,8618.74,380100.42,N,N,N,N
State,42,Pennsylvania,Corgard,Nadolol,46,241,395.3,75525.91,39,"",200,350.3,67168.49,#,"",556.53,14128.08,N,N,N,N
State,42,Pennsylvania,Corlanor,"Ivabradine Hcl",173,993,1238.8,472428.25,186,"",703,897.1,336001.21,"",133,1450.32,69961.36,N,N,N,N
State,42,Pennsylvania,Cortef,Hydrocortisone,49,244,422.3,48146.29,46,"",180,339.3,38092.64,"",35,114.7,13456.96,N,N,N,N
State,42,Pennsylvania,Cortifoam,"Hydrocortisone Acetate",86,239,249.7,124674.1,93,"",187,197.7,83768.82,"",74,222.2,14504.97,N,N,N,N
State,42,Pennsylvania,"Cortisone Acetate","Cortisone Acetate",20,67,119,13805.07,17,#,"","","",#,"",73.38,2373.29,N,N,N,N
State,42,Pennsylvania,Cortisporin,Neomyc/Bacit/Polymyx/Hydrocort,83,153,155,25828.18,117,#,"","","",#,"",36.6,4406.62,N,N,N,N
State,42,Pennsylvania,Cortisporin,"Neomycin/Polymyxin B/Hydrocort",30,55,55,29453.91,35,"",30,30,4226.39,"",23,26.75,858.91,N,N,N,N
State,42,Pennsylvania,Corzide,Nadolol/Bendroflumethiazide,12,48,89.4,16871.01,"","",48,89.4,16871.01,*,"",0,3551.17,N,N,N,N
State,42,Pennsylvania,"Cosentyx (2 Syringes)",Secukinumab,44,222,250.2,1332062.69,45,"",140,142.5,768728.71,"",23,98.45,19656.61,N,N,N,N
State,42,Pennsylvania,"Cosentyx Pen",Secukinumab,59,289,311.9,2096104.21,75,"",150,164,1032737.87,"",38,171.85,31845.19,N,N,N,N
State,42,Pennsylvania,"Cosentyx Pen (2 Pens)",Secukinumab,136,1053,1144.6,6352618.19,201,"",496,524,2878168.89,"",91,1204.96,66305.18,N,N,N,N
State,42,Pennsylvania,"Cosentyx Syringe",Secukinumab,15,45,48.9,334017.53,14,*,"","","",*,"",26.75,2556.56,N,N,N,N
State,42,Pennsylvania,Cosopt,"Dorzolamide Hcl/Timolol Maleat",339,1128,1781.3,240360.01,458,"",1082,1722.4,232597.52,"",434,1162.78,50190.26,N,N,N,N
State,42,Pennsylvania,"Cosopt Pf",Dorzolamide/Timolol/Pf,501,4072,5659.3,861978.72,958,"",3937,5469.3,834251.4,"",924,2712.13,226573.37,N,N,N,N
State,42,Pennsylvania,Cotellic,"Cobimetinib Fumarate",9,45,45.1,299747.63,"","",25,25.1,166558.54,*,"",7.7,4932.49,N,N,N,N
State,42,Pennsylvania,Coumadin,"Warfarin Sodium",2107,16242,25521.2,1974006.34,2769,"",14517,23043.7,1777172.81,"",2505,18624.96,624836.33,N,N,N,N
State,42,Pennsylvania,Cozaar,"Losartan Potassium",268,1140,2053.9,278579.64,240,"",1042,1935.9,259771.67,"",225,1119.42,62412.66,N,N,N,N
State,42,Pennsylvania,Creon,Lipase/Protease/Amylase,3309,26672,31824.6,22282650.99,5250,"",21194,25370.9,15835678.61,"",4027,36881.18,1226392.77,N,N,N,N
State,42,Pennsylvania,Cresemba,"Isavuconazonium Sulfate",41,113,113.1,440100.92,35,"",69,69,240865.73,"",23,134.1,18566.67,N,N,N,N
State,42,Pennsylvania,Crestor,"Rosuvastatin Calcium",5047,31678,50561.2,12076995.06,9044,"",26222,42886.7,10237161.32,"",7556,49501.45,1418788.79,N,N,N,N
State,42,Pennsylvania,Crixivan,"Indinavir Sulfate",7,45,57,23922.19,"","",27,33,13541.22,*,"",0,3535.51,N,N,N,N
State,42,Pennsylvania,"Cromolyn Sodium","Cromolyn Sodium",712,2992,3569.8,156161.65,1184,"",2102,2528.7,90273.49,"",852,1574.09,16301.25,N,N,N,N
State,42,Pennsylvania,Cryselle,"Norgestrel-Ethinyl Estradiol",209,1169,1565.6,26359.31,188,"",0,0,0,"",0,1018.08,1601.83,N,N,N,N
State,42,Pennsylvania,Cubicin,Daptomycin,118,473,473,1357815.1,137,"",206,206,544633.31,"",72,2704.32,73854.9,N,N,Y,N
State,42,Pennsylvania,"Cubicin Rf",Daptomycin,7,29,29,65495.25,"","",18,18,34607.88,*,"",65.15,631.18,N,N,Y,N
State,42,Pennsylvania,Cuprimine,Penicillamine,23,94,125.4,2794984.06,19,"",67,94.4,1971391.71,#,"",1047.88,16202.73,N,N,N,N
State,42,Pennsylvania,"Curity Alcohol Preps","Alcohol Antiseptic Pads",28,87,98.8,437.06,34,"",73,82.6,350.86,#,"",20.29,190.1,N,N,N,N
State,42,Pennsylvania,Cuvitru,"Immun Glob G(Igg)/Gly/Iga Ov50",2,18,18,117166.89,"",#,"","","",*,"",0,945.49,N,N,N,N
State,42,Pennsylvania,Cuvposa,Glycopyrrolate,48,160,164.4,79399.04,51,"",83,86.2,42234.71,"",33,40.4,2758.15,N,N,N,N
State,42,Pennsylvania,"Cyanocobalamin Injection","Cyanocobalamin (Vitamin B-12)",23,360,368.7,3215.02,51,"",338,344,2895.48,#,"",0,20,N,N,N,N
State,42,Pennsylvania,Cyclafem,"Norethindrone-Ethinyl Estrad",44,181,265,4911.36,41,*,"","","",*,"",159.3,299.41,N,N,N,N
State,42,Pennsylvania,"Cyclobenzaprine Hcl","Cyclobenzaprine Hcl",18072,210885,232436.1,2246192.19,74070,"",71725,81638.1,816215.24,"",33965,135081.85,545860.41,N,N,N,N
State,42,Pennsylvania,Cyclogyl,"Cyclopentolate Hcl",14,22,38.1,991.1,16,#,"","","",#,"",3.3,567.74,N,N,N,N
State,42,Pennsylvania,"Cyclopentolate Hcl","Cyclopentolate Hcl",391,1680,1947.7,21507.86,1304,"",1464,1694.1,17973.68,"",1164,710.11,9880.22,N,N,N,N
State,42,Pennsylvania,Cyclophosphamide,Cyclophosphamide,108,307,346.5,202598.41,99,"",244,273.4,160150.93,"",84,678.68,22331.76,N,N,N,N
State,42,Pennsylvania,Cycloset,"Bromocriptine Mesylate",65,569,863.1,336609.01,100,"",488,766.1,293798.95,"",89,154.76,45165.95,N,N,N,N
State,42,Pennsylvania,Cyclosporine,Cyclosporine,146,651,827.2,319331.52,131,"",451,586.8,224007.73,"",101,506.01,34341.24,N,N,N,N
State,42,Pennsylvania,"Cyclosporine Modified","Cyclosporine, Modified",431,2883,4200.5,532361.59,493,"",1891,2759.5,344195.72,"",333,2369.87,81885.87,N,N,N,N
State,42,Pennsylvania,Cymbalta,"Duloxetine Hcl",511,2927,4014.7,1104945.39,436,"",1548,2340.4,581380.01,"",263,6506.21,135945.19,N,N,N,N
State,42,Pennsylvania,"Cyproheptadine Hcl","Cyproheptadine Hcl",951,5035,5712.5,180283.25,1477,"",2872,3316.5,104210.58,"",903,3119.31,26405.35,N,N,N,N
State,42,Pennsylvania,Cystadane,Betaine,6,63,63,125428.16,"","",12,12,17582,*,"",93.9,0,N,N,N,N
State,42,Pennsylvania,Cystaran,"Cysteamine Hcl",3,12,12,60954.24,"","",0,0,0,#,"",0,0,N,N,N,N
State,42,Pennsylvania,Cytomel,"Liothyronine Sodium",121,641,1094.1,99837.94,130,"",575,1004.1,92784.34,"",113,345.12,37695.13,N,N,N,N
State,42,Pennsylvania,Daklinza,"Daclatasvir Dihydrochloride",54,227,227,4824818.77,75,"",75,75,1602328.3,"",25,4229.23,71465.49,N,N,N,N
State,42,Pennsylvania,Daliresp,Roflumilast,2026,20076,24383.1,7399899.76,3383,"",15150,18493.1,5537944.01,"",2579,46251.48,564349.91,N,N,N,N
State,42,Pennsylvania,Dalvance,"Dalbavancin Hcl",11,30,30,94949.04,18,*,"","","",*,"",32.85,5091.28,N,N,Y,N
State,42,Pennsylvania,Danazol,Danazol,102,532,646.5,159633.01,104,"",424,512.5,113828.32,"",85,413.29,19004.44,N,N,N,N
State,42,Pennsylvania,"Dantrolene Sodium","Dantrolene Sodium",501,4049,4602.5,372219.61,534,"",1330,1577.5,114540.07,"",196,1338.23,27126.4,N,N,N,N
State,42,Pennsylvania,Dapsone,Dapsone,952,5072,6730.7,493282.09,1152,"",3218,4571.5,339440.72,"",754,3026.3,101759.51,N,N,N,N
State,42,Pennsylvania,Daptomycin,Daptomycin,290,1556,1556,3580796.75,364,"",865,865,1788619.54,"",205,3601.28,191183.25,N,N,Y,N
State,42,Pennsylvania,Daraprim,Pyrimethamine,18,60,60,3087336.34,12,"",23,23,1203296.4,*,"",18.4,6487.2,N,N,N,N
State,42,Pennsylvania,"Darifenacin Er","Darifenacin Hydrobromide",835,4313,6542.3,1401822.58,945,"",3779,5862.5,1254902.24,"",839,3207.56,104413.54,N,N,N,N
State,42,Pennsylvania,Darzalex,Daratumumab,2,17,17,105979.18,"","",17,17,105979.18,*,"",0,3243.81,N,N,N,N
State,42,Pennsylvania,Dasetta,"Norethindrone-Ethinyl Estrad",70,349,459.8,7176.04,61,*,"","","",*,"",355.95,847.49,N,N,N,N
State,42,Pennsylvania,Daypro,Oxaprozin,12,56,70,25910.64,11,#,"","","",*,"",111.45,3216.15,N,N,N,N
State,42,Pennsylvania,Daysee,L-Norgest/E.Estradiol-E.Estrad,16,32,96.8,4019.44,16,"",0,0,0,"",0,180.91,352.94,N,N,N,N
State,42,Pennsylvania,Daytrana,Methylphenidate,13,68,74,30468.87,11,*,"","","",*,"",110.7,15.3,N,N,N,N
State,42,Pennsylvania,Ddavp,"Desmopressin (Nonrefrigerated)",13,48,63.3,38500.56,"","",19,34.3,23009.59,*,"",35.3,6440.19,N,N,N,N
State,42,Pennsylvania,Ddavp,"Desmopressin Acetate",8,94,96.8,118583.47,"",*,"","","",*,"",16.5,393.95,N,N,N,N
State,42,Pennsylvania,Deblitane,Norethindrone,56,206,271.1,3181.74,51,*,"","","",*,"",159.2,335.35,N,N,N,N
State,42,Pennsylvania,Delestrogen,"Estradiol Valerate",6,15,33,2258.65,"",*,"","","",*,"",56.9,225,N,N,N,N
State,42,Pennsylvania,Delzicol,Mesalamine,1050,6523,8895.7,4114188.89,1239,"",5378,7626.6,3416372.81,"",1040,11190.8,464539.59,N,N,N,N
State,42,Pennsylvania,Demadex,Torsemide,23,82,116.2,15951.24,21,#,"","","",#,"",124.55,4055.96,N,N,N,N
State,42,Pennsylvania,"Demeclocycline Hcl","Demeclocycline Hcl",257,1439,1622.1,466158.17,240,"",1171,1331.2,389333.75,"",200,1778.39,29624.33,N,N,Y,N
State,42,Pennsylvania,Demerol,"Meperidine Hcl",4,43,43,14794.06,"","",43,43,14794.06,*,"",13.2,558.77,Y,N,N,N
State,42,Pennsylvania,Denavir,Penciclovir,542,872,933.9,722633.56,573,"",588,640.8,483967.9,"",433,1263.53,34730.86,N,N,N,N
State,42,Pennsylvania,"Denta 5000 Plus","Fluoride (Sodium)",865,3051,3443.6,23078.99,1381,"",2450,2783.2,18567.58,"",1145,792.31,14137.61,N,N,N,N
State,42,Pennsylvania,Dentagel,"Fluoride (Sodium)",267,793,895.1,5986.86,338,"",643,728,4867.43,"",277,143.07,4101,N,N,N,N
State,42,Pennsylvania,Depakene,"Valproic Acid",4,34,34,32357,"",*,"","","",*,"",124.61,0,N,N,N,N
State,42,Pennsylvania,Depakene,"Valproic Acid (As Sodium Salt)",19,203,216.4,184725.37,19,*,"","","",*,"",44.4,30.66,N,N,N,N
State,42,Pennsylvania,Depakote,"Divalproex Sodium",249,2080,2583.3,1016640.09,246,"",449,650.1,179696.74,"",83,3693.67,36403.7,N,N,N,N
State,42,Pennsylvania,"Depakote Er","Divalproex Sodium",261,2361,2793.4,1074195.2,260,"",528,710.7,207799.97,"",72,4492.64,36753.26,N,N,N,N
State,42,Pennsylvania,"Depakote Sprinkle","Divalproex Sodium",75,498,612.5,254156.03,66,"",77,139,18819.87,"",23,209.85,4728.11,N,N,N,N
State,42,Pennsylvania,Depen,Penicillamine,17,89,107.2,605384.24,14,"",51,63.2,286947.01,*,"",44.1,5987.87,N,N,N,N
State,42,Pennsylvania,Depo-Estradiol,"Estradiol Cypionate",23,65,105.5,6372.21,23,"",42,68.5,4172.47,#,"",72.6,1485.3,N,N,N,N
State,42,Pennsylvania,Depo-Medrol,"Methylprednisolone Acetate",174,490,510.2,13320.9,344,"",441,461.2,11625.69,"",307,219.82,1408.62,N,N,N,N
State,42,Pennsylvania,Depo-Provera,"Medroxyprogesterone Acetate",19,43,96.2,14054.85,16,*,"","","",*,"",107.55,139.52,N,N,N,N
State,42,Pennsylvania,Depo-Testosterone,"Testosterone Cypionate",217,628,1002.8,39891.87,219,"",349,580.5,23327.02,"",118,386.4,11754.95,N,N,N,N
State,42,Pennsylvania,Descovy,"Emtricitabine/Tenofov Alafenam",375,11120,11388.7,17822350.04,1488,"",3124,3270.7,5103943.2,"",415,13251.74,134067.07,N,N,N,N
State,42,Pennsylvania,"Desipramine Hcl","Desipramine Hcl",841,5276,7120.9,636129.62,1022,"",3383,4828.4,435276.28,"",662,3681.74,97385.6,N,N,N,N
State,42,Pennsylvania,Desloratadine,Desloratadine,2107,12041,20245.7,527870.82,2962,"",9439,16793.2,429072.6,"",2423,6444.08,116328.52,N,N,N,N
State,42,Pennsylvania,"Desmopressin Acetate","Desmopressin (Nonrefrigerated)",148,621,843,111825.72,139,"",234,389.9,50458.94,"",69,422.9,8752.05,N,N,N,N
State,42,Pennsylvania,"Desmopressin Acetate","Desmopressin Acetate",1381,10054,13026.5,898874.67,1568,"",4122,6058.3,342063.64,"",821,5764.16,89261.39,N,N,N,N
State,42,Pennsylvania,"Desogestr-Eth Estrad Eth Estra",Desog-E.Estradiol/E.Estradiol,5,32,32,538.17,"","",0,0,0,#,"",43.74,92.98,N,N,N,N
State,42,Pennsylvania,"Desogestrel-Ethinyl Estradiol","Desogestrel-Ethinyl Estradiol",5,17,20.6,302.62,"","",0,0,0,#,"",3.6,0,N,N,N,N
State,42,Pennsylvania,Desonate,Desonide,41,82,94.5,47456.72,52,"",64,72,35416.83,#,"",23.9,3540.42,N,N,N,N
State,42,Pennsylvania,Desonide,Desonide,2207,9377,9726.3,1403242.25,6175,"",7752,8052,1131761.14,"",5327,4023.58,180948.89,N,N,N,N
State,42,Pennsylvania,Desoximetasone,Desoximetasone,2271,9192,9627.3,1199196.13,5262,"",8031,8434.6,1042349.2,"",4681,4410.89,169967.59,N,N,N,N
State,42,Pennsylvania,"Desvenlafaxine Er",Desvenlafaxine,111,304,442.3,72790.35,116,"",194,297.7,47698.24,"",71,280.36,13946.59,N,N,N,N
State,42,Pennsylvania,"Desvenlafaxine Succinate Er","Desvenlafaxine Succinate",1729,11758,15510.3,1925862.41,2436,"",5777,8362.1,1055450.16,"",1290,10827.29,209447.52,N,N,N,N
State,42,Pennsylvania,Detrol,"Tolterodine Tartrate",13,37,68,26368.27,12,#,"","","",#,"",0,1802.73,N,N,N,N
State,42,Pennsylvania,"Detrol La","Tolterodine Tartrate",140,569,964,346175.97,126,"",492,857,300990.21,"",115,698.37,22159.8,N,N,N,N
State,42,Pennsylvania,Dexamethasone,Dexamethasone,6415,39575,42728.9,510574.54,19471,"",33253,35980.2,432237.69,"",16197,6596.61,135172.06,N,N,N,N
State,42,Pennsylvania,"Dexamethasone Intensol",Dexamethasone,38,69,69.2,5585.08,45,#,"","","",#,"",23.1,901.96,N,N,N,N
